sentences,bias,subjectivity,vader,flesch-kincaid
i don 't even know what i 'm talking about .,-0.170820825,0.0,0.0,0.1
i know ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i know  i know . but it 's not that bad .,0.03168006268,0.6667,0.5824,-4.2
i don 't know what to do . i don 't know what to do .,-0.170820825,0.0,0.0,-3.4
i don 't think it 's going to happen .,-0.29992945,0.0,0.0,-2.6
hahaha ! ! ! ! ! ! !,0.20073949811,0.4,0.6973,16.7
i love it ! ! ! ! !,0.21843746374,0.6,0.7482,-0.3
i 'm sorry .,-0.06855469404,1.0,-0.0772,-3.8
lmao ! ! ! ! ! ! !,0.21012741701,1.0,0.7243,-4.6
i know ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i know  i know . i 'm not a fan of him  but i don 't like him . i just don 't like him .,1.16906856163,0.0,0.7201,-2.2
i 'm sure you 'll be fine  i 'm sure you 'll be fine  i 'm sure you 'll be fine !,0.12896671854,0.6944,0.8622,3.2
& lt <number>,-0.0417122,0.0,0.0,-4.2
lol i don 't even know what that means lol,0.06589381156,0.7,0.6808,-1.1
 i 'm not sure if i should be able to watch it .,0.74854252586,0.7569,-0.2411,0.9
<minor_speaker> i don 't think i 've ever heard of it .,-0.3644837625,0.0,0.0,1.7
same ! ! ! ! !,-0.0417122,0.125,0.0,6.0
 i don 't know what to do with it .,-0.170820825,0.0,0.0,-2.6
thank you !,0.10428732393,0.0,0.4199,-4.2
i love you !,0.19110818872,0.6,0.6696,-0.3
how are you ?,-0.0417122,0.0,0.0,-0.3
i 'm not . i 'm just saying .,-0.429038075,0.0,0.0,-7.3
lol .,0.10484364505,0.7,0.4215,-4.6
i love it ! ! !,0.21033603743,0.6,0.7249,-0.3
i love you ! ! !,0.21033603743,0.6,0.7249,-0.3
what 's the name of it ?,-0.0417122,0.0,0.0,-2.6
i 'm not sure if i should be able to do it  but i 'm not sure if i can do it .,0.48955420098,0.8009,-0.4449,3.6
i know  i love it ! ! ! ! !,0.08932883874,0.6,0.7482,-0.7
what 's wrong with you ?,-0.20746112369,0.9,-0.4767,-5.4
that 's what i 'm talking about .,-0.0417122,0.0,0.0,-2.2
good morning to you too !,0.12956516482,0.6,0.4926,-0.7
 i 'm not sure if i should be able to do it . i 'm not sure if i 'll be able to see it .,0.58162111662,0.7569,-0.4449,-0.3
what 's wrong ?,-0.20746112369,0.9,-0.4767,-7.3
i love it ! ! !,0.21033603743,0.6,0.7249,-0.3
where you at ?,-0.0417122,0.0,0.0,-0.3
i agree . i think it 's a good idea . i think it 's a good idea .,-0.01919590482,0.6,0.8074,-0.7
i 'm not sure . but i 'm sure it 'll be worth it .,-0.31862521637,0.6259,-0.1466,-3.8
lol i 'm just saying .,-0.28248222995,0.7,0.4215,-5.4
i 'm sure you 'll be fine . i 'm sure you 'll be fine .,0.08477395957,0.6944,0.7351,-2.2
what 's up ?,-0.0417122,0.0,0.0,-7.3
i miss you too !,-0.11973623708,0.0,-0.2244,-3.4
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
* shrugs * i don 't know . i just don 't know what to do with myself .,-0.170820825,0.0,0.0,-3.4
i 'm not going to be able to do it again,-0.0417122,0.625,0.0,0.5
thank you so much ! ! !,0.14010049603,0.2,0.5229,-3.4
i love it ! ! !,0.21033603743,0.6,0.7249,-0.3
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
how are you ?,-0.0417122,0.0,0.0,-0.3
i love you too .,0.17973837583,0.6,0.6369,-1.0
<number> . <number> . <number> . <number> . <number>,-0.0417122,0.0,0.0,7.6
i think it 's a good idea . i think it 's a good idea .,-0.05643464979,0.6,0.7003,-2.2
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
hey !,-0.0417122,0.0,0.0,-4.6
where are you going ?,-0.0417122,0.0,0.0,2.5
thank you for the rt !,0.10428732393,0.0,0.4199,-5.4
you 're welcome . & lt <number>,0.11781288116,0.9,0.4588,1.7
i 'm so excited for you ! ! ! !,0.16489155594,0.75,0.5942,-0.3
lol i miss you too,0.0612072072,0.7,0.296,-3.0
 i don 't think i 've ever heard of it  but i don 't think i 've ever heard of it .,-0.3644837625,0.0,0.0,3.2
i hope you feel better soon !,2.48926030614,0.5,0.7263,0.9
i love you too,0.17973837583,0.6,0.6369,-1.0
i 'm not sure if it 's a good idea  but i 'm sure it 's a good idea .,0.2931731136,0.7444,0.4359,2.4
i love it ! ! !,0.21033603743,0.6,0.7249,-0.3
i 'm not going to lie  i 'm not the only one .,-0.170820825,1.0,0.0,-0.3
i 'm not sure if it 's a good idea  but it 's a good thing .,0.20656316265,0.6963,0.6507,0.1
lol i 'm just sayin,0.10484364505,0.7,0.4215,-5.4
where are you ?,-0.0417122,0.0,0.0,3.3
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
i love you !,0.19110818872,0.6,0.6696,-0.3
 <at>,-0.0417122,0.0,0.0,-4.6
 ikr ! ! ! ! ! ! ! ! !,-0.0417122,0.0,0.0,-4.6
i don 't know what to do with it . i don 't know what to do with it .,-0.170820825,0.0,0.0,-2.6
i don 't think i 'm the only one . i don 't think i 'm the only one .,-0.25691045615,1.0,0.0,-1.5
i know ! ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
what 's wrong with you ?,-0.20746112369,0.9,-0.4767,-5.4
you 're welcome,0.11781288116,0.9,0.4588,-0.3
i don 't think it 's a good idea  but i think it 's a good idea .,-0.05643464979,0.6,0.7003,0.5
i love you !,0.19110818872,0.6,0.6696,-0.3
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
yes ! ! ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
i love you !,0.19110818872,0.6,0.6696,-0.3
i don 't know . i just don 't know what to do .,-0.170820825,0.0,0.0,-3.8
lol i 'm just saying,-0.28248222995,0.7,0.4215,-5.4
i don 't know what i 'm talking about .,-0.170820825,0.0,0.0,-1.5
<at>,-0.0417122,0.0,0.0,-4.6
i know  i know . i 'm not sure if i 'll be able to see it .,0.33338209313,0.7569,-0.2411,-1.8
i love it ! ! !,0.21033603743,0.6,0.7249,-0.3
i don 't think he 's going to be there . i 'm sure he 'll be fine .,1.03932046119,0.6944,0.4767,-3.0
haha  it 's okay  it 's not that bad . xd,0.15602518809,0.4889,0.5687,-2.2
thanks for the shout out !,0.12956516482,0.2,0.4926,-3.0
thank you !,0.10428732393,0.0,0.4199,-4.2
i don 't even know what i 'm talking about .,-0.170820825,0.0,0.0,0.1
i 'll be there in <number> minutes .,-0.170820825,0.0,0.0,2.5
i love you too ! ! ! ! !,0.21843746374,0.6,0.7482,-1.0
lol i know right ! ! ! ! ! !,0.04068551081,0.6179,0.6083,-3.4
i love it ! ! ! ! !,0.21843746374,0.6,0.7482,-0.3
i know ! ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i don 't know what to do with it . i don 't know what to do .,-0.170820825,0.0,0.0,-3.0
i 'm sorry . i 'm just saying .,-0.45588056904,1.0,-0.0772,-5.0
i 'm not a fan of the song but i don 't know what to do with it .,-0.21365755124,0.0,-0.1232,0.9
lol  i 'm not going to school tomorrow  i 'll be back in a couple of weeks,-0.02426497995,0.35,0.4215,2.8
what 's the name of it ?,-0.0417122,0.0,0.0,-2.6
thank you so much ! ! ! ! !,0.15553840711,0.2,0.5673,-3.4
i 'm sure you 'll be fine . i 'm sure you 'll be fine . i 'm sure you 'll be fine .,0.12538540133,0.6944,0.8519,-2.2
that 's what she said .,1.65974665,0.0,0.0,-5.4
just got home from work . how are you ?,-0.0417122,0.0,0.0,-1.0
lol i 'm not mad at you,0.18874382396,0.85,0.6628,-3.4
thank you,0.08387729284,0.0,0.3612,-4.2
i know ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i think you 're right .,-0.29992945,0.5357,0.0,-3.0
i don 't think it 's a good idea .,-0.14680206172,0.6,0.4404,-2.6
lol ! ! ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
what 's good bro ?,0.11141518828,0.6,0.4404,-5.8
that 's what i 'm talking about .,-0.0417122,0.0,0.0,-2.2
i 'm not sure if it 's a good idea  but i 'm sure it 's a good thing .,0.2931731136,0.7444,0.4359,2.4
lol i 'm just sayin,0.10484364505,0.7,0.4215,-5.4
lol i 'm just saying .,-0.28248222995,0.7,0.4215,-5.4
i 'm not a fan of him  but i think he 's a good guy .,1.07545012407,0.6,0.5218,-0.3
lmao ! ! ! ! !,0.21012741701,1.0,0.7243,-4.6
i know ! ! ! ! ! ! ! xx,-0.170820825,0.0,0.0,-7.3
you 're welcome !,0.13537176651,0.9,0.5093,3.3
what you doing ?,-0.0417122,0.0,0.0,-3.8
what 's wrong with you ?,-0.20746112369,0.9,-0.4767,-5.4
i 'm sure you can . i 'm sure you 'll find it soon .,-0.12765639847,0.8889,0.5574,-3.8
i 'm not sure if it 's a good idea  but i 'm not sure if i should be able to do it .,0.56806649783,0.7507,-0.2439,4.0
i love you ! ! ! ! !,0.21843746374,0.6,0.7482,-0.3
where are you going ?,-0.0417122,0.0,0.0,2.5
i love you !,0.19110818872,0.6,0.6696,-0.3
thank you !,0.10428732393,0.0,0.4199,-4.2
i love you so much & lt <number>,0.17973837583,0.4,0.6369,-1.1
what 's up ?,-0.0417122,0.0,0.0,-7.3
i love you ! ! ! ! !,0.21843746374,0.6,0.7482,-0.3
 i 'm not a hater  i 'm just stating the truth .,0.15373036347,0.0,0.5621,-0.7
i know ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i know  but it 's not that bad . it 's just that i don 't know what it means .,0.03168006268,0.6667,0.5824,-2.6
i don 't know what to say .,-0.29992945,0.0,0.0,-3.4
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i 'm just sayin ! ! ! !,-0.0417122,0.0,0.0,-5.8
i know ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
what ? ? ? ? ? ?,-0.0417122,0.0,0.0,-4.6
i 'm not sure . i 'm just saying . i don 't know what he 's talking about .,0.04806005498,0.8889,-0.2411,-4.2
thank you ^ ^,0.08387729284,0.0,0.3612,-4.2
that 's the cutest thing i 've ever seen .,0.03289701513,0.0,0.5859,-0.3
<minor_speaker> i 'm not sure . i 'm just saying .,-0.62044202012,0.8889,-0.2411,-1.0
lol i 'm just sayin,0.10484364505,0.7,0.4215,-5.4
i don 't know yet . i 'm not sure yet . but i 'm not sure if i 'm going to be there .,-0.14945769373,0.8889,-0.4449,-2.2
haha i 'm sorry xd,0.22181016053,0.65,0.7579,-3.0
rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt <at>,-0.0417122,0.0,0.0,-1.9
yes ! ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
i love you so much & lt <number>,0.17973837583,0.4,0.6369,-1.1
i love you ! ! !,0.21033603743,0.6,0.7249,-0.3
hey  i just finished watching i am number four on moviepoint . try googling it . it worked for me .,1.03899238214,0.0,0.0772,2.1
haha i 'm sorry i didn 't get to see you,-0.03107991367,0.65,0.4019,-0.7
i 'm sure you 'll be fine ! ! ! !,0.05341135643,0.6944,0.6449,-2.2
what 's the link ?,-0.0417122,0.0,0.0,-5.8
lol ! ! ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
i 'm not sure if it 's a good idea  but i 'm sure it 's a good idea .,0.2931731136,0.7444,0.4359,2.4
what 's the score ?,-0.0417122,0.0,0.0,-3.4
yeah i 'm sure she 's fine  i 'm sure she 'll be fine  i 'm sure she 'll be fine  i 'm sure she 'll be fine xxx,1.34558615299,0.6944,0.9274,6.3
 lol . i 'm just sayin . i don 't even know what 's going on .,-0.02426497995,0.7,0.4215,-3.4
yeah  i think it 's a good idea . i think it 's a good idea  but i think it 's a good idea .,-0.018291883,0.6,0.81,-0.7
i 'm glad you like it ! ! ! ! ! ! !,0.22587825872,1.0,0.7696,-2.6
lol i know right ! ! ! !,0.04068551081,0.6179,0.6083,-3.4
lol i 'm just sayin,0.10484364505,0.7,0.4215,-5.4
i don 't think so . i don 't think it 's a good idea .,-0.14680206172,0.6,0.4404,-3.4
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
thanks for the shout out !,0.12956516482,0.2,0.4926,-3.0
thanks for the ff !,0.20783259239,0.2,0.7177,-5.8
thank you !,0.10428732393,0.0,0.4199,-4.2
he he,8.3134267,0.0,0.0,-8.9
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
i just finished watching it on moviepoint . try googling it . it worked for me,1.4787370039,0.0,0.0,1.3
i don 't know . i 'm not sure if i should be able to download it . but i 'm not sure if i can get it on itunes .,0.23416259251,0.8009,-0.4449,-0.3
i 'm not a fan of the game . i 'm just saying .,-0.51286871377,0.4,-0.2411,-3.8
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
i 'm not sure if i should be able to do it .,0.74854252586,0.7569,-0.2411,0.9
i 'm not sure if i 'm gonna be able to see it . but i 'm not sure if i 'll be able to see it .,0.31809868536,0.7569,-0.4449,0.1
lol . i 'm not sure . i just don 't like the sound of that .,-0.57211791574,0.663,0.5168,-2.2
i love it ! ! !,0.21033603743,0.6,0.7249,-0.3
i 'm sure you 'll be fine  i 'm sure you 'll be fine,0.08477395957,0.6944,0.7351,-0.7
i can 't wait to read it !,0.8439425149,0.0,0.0,-3.4
i don 't know . i don 't know what to do .,-0.170820825,0.0,0.0,-5.4
lmao ! ! ! ! ! ! !,0.21012741701,1.0,0.7243,-4.6
thanks for the info . i 'm glad you like it .,0.24082938882,0.6,0.8126,-1.8
good luck with that !,0.71725871415,0.6,0.7345,-3.4
i don 't even know what i 'm talking about .,-0.170820825,0.0,0.0,0.1
yes ! ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
lol .,0.10484364505,0.7,0.4215,-4.6
i love you too .,0.17973837583,0.6,0.6369,-1.0
* shrugs * i don 't know * shrugs * i don 't know . * shrugs * i don 't know . * shrugs * i don 't know .,-0.170820825,0.0,0.0,-5.0
i 'm sorry .,-0.06855469404,1.0,-0.0772,-3.8
yea it is,-0.0417122,0.0,0.0,-3.8
i don 't know . i don 't think i 've ever heard of it . i don 't think i 've ever heard of it  but i don 't know if i can .,-0.10809298003,0.0,0.0,-2.2
lol i love you too,0.23317997342,0.65,0.7906,-0.7
what 's the name of that song ?,-0.0417122,0.0,0.0,-2.2
 thank you so much ! ! ! ! ! ! !,0.15553840711,0.2,0.5673,-3.4
thank you ! ! !,0.14010049603,0.0,0.5229,-4.2
i know  but i 'm not sure if i 'll be able to do it .,0.30873675771,0.7569,-0.3491,0.9
i don 't know  i just don 't know what to say,-0.25691045615,0.0,0.0,-1.5
what 's wrong with you ?,-0.20746112369,0.9,-0.4767,-5.4
i think it 's a good movie !,-0.12865208518,0.6,0.4926,-2.2
good morning ! how are you ?,0.12956516482,0.6,0.4926,1.7
<at>,-0.0417122,0.0,0.0,-4.6
i love you ! ! ! !,0.21843746374,0.6,0.7482,-0.3
you 're welcome !,0.13537176651,0.9,0.5093,3.3
i love you too,0.17973837583,0.6,0.6369,-1.0
thank you !,0.10428732393,0.0,0.4199,-4.2
i know ! ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
it was good ! ! ! ! ! ! ! ! ! !,0.17417516463,0.6,0.6209,-3.8
 lol i 'm just sayin,0.10484364505,0.7,0.4215,-5.4
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i 'm glad you enjoyed it . i 'm glad you enjoyed it .,0.27532129826,0.85,0.9118,-2.6
what 's wrong ?,-0.20746112369,0.9,-0.4767,-7.3
it 's the truth,0.06892616274,0.0,0.3182,-5.8
oh . haha . he 's so cute .,1.90135660768,0.65,0.7824,-0.3
i 'm not sure if i 'm going to be able to see it . but i 'm not sure if i 'll be able to see it .,0.31809868536,0.7569,-0.4449,0.1
what 's wrong with it ?,-0.20746112369,0.9,-0.4767,-5.4
i 'm not sure if it 's a good idea but i 'm sure you 'll find it soon,0.20960045896,0.7926,-0.2439,2.4
lol  i was just about to say that . but i 'm glad i 'm not the only one . lol,-0.0430565901,0.85,0.8625,-1.5
oh  i 'm sorry . i 'm sorry . i don 't know what you 're talking about .,-0.22405380217,1.0,-0.1531,-1.8
i love you ! ! ! ! ! ! !,0.21843746374,0.6,0.7482,-0.3
what 's the latest update ?,-0.0417122,0.9,0.0,1.7
 i don 't think i 'm going to be able to handle it .,-0.29992945,0.625,0.0,0.1
* growls and grabs him *,1.35108945463,0.0,0.0,-3.4
i 'm sorry i didn 't mean to say that .,-0.45588056904,0.8438,-0.0772,-2.2
i 'm not a fan but i 'm not a fan of the game .,-0.19640424143,0.4,-0.4449,-0.7
what 's wrong with it ?,-0.20746112369,0.9,-0.4767,-5.4
i 'm sure you 'll be fine . i 'm sure you 'll be fine .,0.08477395957,0.6944,0.7351,-2.2
lol i know right ! ! ! ! ! ! !,0.04068551081,0.6179,0.6083,-3.4
 i don 't want to know what you 're talking about ! !,0.16257620961,0.0,0.2225,0.5
i love it ! ! !,0.21033603743,0.6,0.7249,-0.3
i think you should follow me ! ! ! !,0.55705706303,0.0,0.0,-0.3
lol ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
what 's wrong with that ?,-0.20746112369,0.9,-0.4767,-5.4
